"ErrorCode";"ErrorText";"TestDateTime"
"271";"Bar code read failure at lane 4, position 4.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 3, position 2.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 3, position 14.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 2, position 16.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 3, position 9.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 2, position 15.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 2, position 14.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 2, position 13.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 2, position 12.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 6, position 4.    ";"4/6/2021 9:47:52 PM"
"271";"Bar code read failure at lane 2, position 11.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 4, position 12.    ";"4/6/2021 9:47:52 PM"
"271";"Bar code read failure at lane 3, position 3.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 3, position 15.    ";"3/30/2021 8:29:35 PM"
"271";"Bar code read failure at lane 6, position 3.    ";"4/6/2021 9:47:52 PM"
"271";"Bar code read failure at lane 4, position 5.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 4, position 6.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 4, position 7.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 4, position 8.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 4, position 16.    ";"3/28/2021 7:22:35 PM"
"271";"Bar code read failure at lane 5, position 7.    ";"3/28/2021 7:22:35 PM"
"271";"Bar code read failure at lane 4, position 9.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 4, position 10.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 3, position 12.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 6, position 1.    ";"3/28/2021 7:22:35 PM"
"271";"Bar code read failure at lane 4, position 12.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 3, position 13.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 4, position 14.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 4, position 13.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 5, position 9.    ";"4/6/2021 9:47:52 PM"
"271";"Bar code read failure at lane 2, position 3.    ";"4/6/2021 9:47:52 PM"
"271";"Bar code read failure at lane 1, position 2.    ";"4/6/2021 9:47:52 PM"
"271";"Bar code read failure at lane 1, position 9.    ";"4/6/2021 9:47:52 PM"
"271";"Bar code read failure at lane 5, position 1.    ";"4/6/2021 9:47:52 PM"
"271";"Bar code read failure at lane 3, position 13.    ";"4/6/2021 9:47:52 PM"
"271";"Bar code read failure at lane 4, position 13.    ";"4/6/2021 9:47:52 PM"
"271";"Bar code read failure at lane 5, position 2.    ";"4/6/2021 9:47:52 PM"
"271";"Bar code read failure at lane 2, position 1.    ";"4/6/2021 9:47:52 PM"
"271";"Bar code read failure at lane 5, position 6.    ";"4/6/2021 9:47:52 PM"
"271";"Bar code read failure at lane 3, position 9.    ";"4/6/2021 9:47:52 PM"
"271";"Bar code read failure at lane 2, position 4.    ";"4/6/2021 9:47:52 PM"
"271";"Bar code read failure at lane 2, position 8.    ";"4/6/2021 9:47:52 PM"
"271";"Bar code read failure at lane 2, position 14.    ";"4/6/2021 9:47:52 PM"
"271";"Bar code read failure at lane 3, position 4.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 3, position 1.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 1, position 1.    ";"4/6/2021 9:47:52 PM"
"271";"Bar code read failure at lane 3, position 5.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 3, position 8.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 3, position 7.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 3, position 11.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 3, position 5.    ";"4/6/2021 9:47:52 PM"
"271";"Bar code read failure at lane 4, position 15.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 1, position 14.    ";"4/6/2021 9:47:52 PM"
"271";"Bar code read failure at lane 1, position 6.    ";"4/8/2021 6:06:31 PM"
"271";"Bar code read failure at lane 2, position 4.    ";"4/8/2021 5:18:19 PM"
"271";"Bar code read failure at lane 5, position 12.    ";"4/6/2021 9:47:52 PM"
"271";"Bar code read failure at lane 5, position 11.    ";"4/6/2021 9:47:52 PM"
"271";"Bar code read failure at lane 5, position 10.    ";"4/6/2021 9:47:52 PM"
"271";"Bar code read failure at lane 2, position 5.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 4, position 16.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 3, position 7.    ";"4/21/2021 7:51:22 PM"
"271";"Bar code read failure at lane 3, position 5.    ";"4/14/2021 1:54:29 AM"
"271";"Bar code read failure at lane 6, position 10.    ";"4/14/2021 1:54:29 AM"
"271";"Bar code read failure at lane 3, position 7.    ";"4/14/2021 1:54:29 AM"
"271";"Bar code read failure at lane 6, position 3.    ";"4/14/2021 1:54:29 AM"
"271";"Bar code read failure at lane 4, position 15.    ";"4/14/2021 1:54:29 AM"
"271";"Bar code read failure at lane 4, position 2.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 4, position 13.    ";"4/14/2021 1:54:29 AM"
"271";"Bar code read failure at lane 5, position 3.    ";"4/21/2021 7:51:22 PM"
"271";"Bar code read failure at lane 3, position 10.    ";"4/14/2021 1:54:29 AM"
"271";"Bar code read failure at lane 2, position 7.    ";"4/14/2021 1:54:29 AM"
"271";"Bar code read failure at lane 3, position 5.    ";"4/21/2021 7:51:22 PM"
"271";"Bar code read failure at lane 3, position 3.    ";"4/21/2021 7:51:22 PM"
"271";"Bar code read failure at lane 2, position 6.    ";"4/21/2021 7:51:22 PM"
"271";"Bar code read failure at lane 2, position 2.    ";"4/21/2021 7:51:22 PM"
"271";"Bar code read failure at lane 2, position 1.    ";"4/21/2021 7:51:22 PM"
"271";"Bar code read failure at lane 1, position 16.    ";"4/21/2021 7:51:22 PM"
"271";"Bar code read failure at lane 3, position 10.    ";"4/21/2021 7:51:22 PM"
"271";"Bar code read failure at lane 5, position 5.    ";"4/14/2021 1:47:40 AM"
"271";"Bar code read failure at lane 1, position 8.    ";"4/21/2021 7:51:22 PM"
"271";"Bar code read failure at lane 3, position 2.    ";"4/14/2021 1:47:40 AM"
"271";"Bar code read failure at lane 6, position 10.    ";"4/14/2021 1:47:40 AM"
"271";"Bar code read failure at lane 3, position 1.    ";"4/14/2021 1:47:40 AM"
"271";"Bar code read failure at lane 6, position 3.    ";"4/14/2021 1:47:40 AM"
"271";"Bar code read failure at lane 2, position 7.    ";"4/14/2021 1:47:40 AM"
"271";"Bar code read failure at lane 4, position 15.    ";"4/14/2021 1:47:40 AM"
"271";"Bar code read failure at lane 4, position 13.    ";"4/14/2021 1:47:40 AM"
"271";"Bar code read failure at lane 4, position 5.    ";"4/14/2021 1:47:40 AM"
"271";"Bar code read failure at lane 2, position 10.    ";"4/14/2021 1:47:40 AM"
"271";"Bar code read failure at lane 1, position 14.    ";"4/14/2021 1:54:29 AM"
"271";"Bar code read failure at lane 3, position 7.    ";"4/14/2021 1:47:40 AM"
"271";"Bar code read failure at lane 1, position 15.    ";"4/14/2021 1:54:29 AM"
"271";"Bar code read failure at lane 2, position 11.    ";"4/14/2021 1:47:40 AM"
"271";"Bar code read failure at lane 3, position 13.    ";"4/14/2021 1:47:40 AM"
"271";"Bar code read failure at lane 6, position 8.    ";"4/14/2021 1:47:40 AM"
"271";"Bar code read failure at lane 3, position 2.    ";"4/14/2021 1:54:29 AM"
"271";"Bar code read failure at lane 3, position 1.    ";"4/14/2021 1:54:29 AM"
"271";"Bar code read failure at lane 2, position 11.    ";"4/14/2021 1:54:29 AM"
"271";"Bar code read failure at lane 2, position 10.    ";"4/14/2021 1:54:29 AM"
"271";"Bar code read failure at lane 1, position 15.    ";"4/21/2021 7:51:22 PM"
"271";"Bar code read failure at lane 3, position 10.    ";"4/14/2021 1:47:40 AM"
"271";"Barcode read failure at lane 1, position 8.    ";"8/23/2021 5:37:26 PM"
"271";"Bar code read failure at lane 1, position 1.    ";"5/18/2021 5:59:24 PM"
"271";"Barcode read failure at lane 1, position 5.    ";"6/23/2021 3:44:21 PM"
"271";"Barcode read failure at lane 1, position 12.    ";"8/23/2021 5:37:26 PM"
"271";"Barcode read failure at lane 1, position 2.    ";"8/23/2021 5:37:26 PM"
"271";"Barcode read failure at lane 1, position 3.    ";"8/23/2021 5:37:26 PM"
"271";"Barcode read failure at lane 1, position 4.    ";"8/23/2021 5:37:26 PM"
"271";"Barcode read failure at lane 1, position 5.    ";"8/23/2021 5:37:26 PM"
"271";"Bar code read failure at lane 1, position 14.    ";"4/21/2021 7:51:22 PM"
"271";"Barcode read failure at lane 1, position 7.    ";"8/23/2021 5:37:26 PM"
"271";"Bar code read failure at lane 5, position 5.    ";"5/14/2021 3:47:30 PM"
"271";"Barcode read failure at lane 1, position 1.    ";"8/23/2021 5:37:26 PM"
"271";"Barcode read failure at lane 1, position 10.    ";"8/23/2021 5:37:26 PM"
"271";"Barcode read failure at lane 1, position 11.    ";"8/23/2021 5:37:26 PM"
"271";"Barcode read failure at lane 1, position 14.    ";"8/23/2021 5:37:26 PM"
"271";"Barcode read failure at lane 1, position 15.    ";"8/23/2021 5:37:26 PM"
"271";"Barcode read failure at lane 1, position 16.    ";"8/23/2021 5:37:26 PM"
"271";"Barcode read failure at lane 1, position 9.    ";"8/23/2021 5:37:26 PM"
"271";"Barcode read failure at lane 1, position 13.    ";"8/23/2021 5:37:26 PM"
"271";"Barcode read failure at lane 1, position 6.    ";"8/23/2021 5:37:26 PM"
"271";"Bar code read failure at lane 4, position 15.    ";"4/21/2021 7:51:22 PM"
"271";"Bar code read failure at lane 3, position 11.    ";"4/21/2021 7:51:22 PM"
"271";"Bar code read failure at lane 3, position 13.    ";"4/21/2021 7:51:22 PM"
"271";"Bar code read failure at lane 4, position 10.    ";"4/21/2021 7:51:22 PM"
"271";"Bar code read failure at lane 1, position 13.    ";"4/21/2021 7:51:22 PM"
"271";"Bar code read failure at lane 5, position 2.    ";"4/21/2021 7:51:22 PM"
"271";"Bar code read failure at lane 5, position 14.    ";"4/21/2021 7:51:22 PM"
"271";"Bar code read failure at lane 5, position 7.    ";"4/21/2021 7:51:22 PM"
"271";"Bar code read failure at lane 5, position 8.    ";"4/21/2021 7:51:22 PM"
"271";"Bar code read failure at lane 5, position 2.    ";"5/14/2021 3:47:30 PM"
"271";"Bar code read failure at lane 5, position 15.    ";"4/21/2021 7:51:22 PM"
"271";"Bar code read failure at lane 4, position 5.    ";"5/14/2021 3:47:30 PM"
"271";"Bar code read failure at lane 1, position 12.    ";"4/21/2021 7:51:22 PM"
"271";"Bar code read failure at lane 1, position 11.    ";"4/21/2021 7:51:22 PM"
"271";"Bar code read failure at lane 1, position 5.    ";"4/21/2021 7:51:22 PM"
"271";"Bar code read failure at lane 1, position 4.    ";"4/21/2021 7:51:22 PM"
"271";"Bar code read failure at lane 1, position 1.    ";"4/21/2021 7:51:22 PM"
"271";"Bar code read failure at lane 1, position 1.    ";"4/30/2021 3:53:43 AM"
"271";"Bar code read failure at lane 5, position 6.    ";"5/14/2021 3:47:30 PM"
"271";"Bar code read failure at lane 4, position 14.    ";"4/14/2021 1:54:29 AM"
"271";"Bar code read failure at lane 5, position 12.    ";"4/21/2021 7:51:22 PM"
"271";"Bar code read failure at lane 6, position 8.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 3, position 15.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 5, position 14.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 5, position 15.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 6, position 11.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 1, position 15.    ";"4/14/2021 1:47:40 AM"
"271";"Bar code read failure at lane 5, position 16.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 5, position 1.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 4, position 11.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 6, position 3.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 6, position 7.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 6, position 6.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 6, position 5.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 6, position 4.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 4, position 3.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 2, position 1.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 5, position 7.    ";"4/12/2021 4:03:04 AM"
"271";"Bar code read failure at lane 6, position 9.    ";"4/12/2021 4:03:04 AM"
