ErrorCode;ErrorText;TestDateTime;;;;;
122;Tips not found on adapters: 1                  ;05/10/2021 14:44;;;;;
122;Tips not found on adapters:               8    ;05/11/2021 19:20;;;;;
122;Tips not found on adapters:               8    ;05/11/2021 15:28;;;;;
122;Tips not found on adapters:               8    ;05/11/2021 15:28;;;;;
122;Tips not found on adapters:               8    ;05/11/2021 18:56;;;;;
122;Tips not found on adapters: 1                  ;05/10/2021 14:44;;;;;
122;Tips not found on adapters:               8    ;05/12/2021 00:42;;;;;
122;Tips not found on adapters:               8    ;05/11/2021 16:40;;;;;
122;Tips not found on adapters:               8    ;05/12/2021 00:42;;;;;
122;Tips not found on adapters:               8    ;05/11/2021 17:04;;;;;
122;Tips not found on adapters:               8    ;05/11/2021 17:04;;;;;
122;Tips not found on adapters: 1                  ;05/10/2021 14:44;;;;;
122;Tips not found on adapters: 1                  ;05/10/2021 14:44;;;;;
122;Tips not found on adapters: 1                  ;05/10/2021 14:44;;;;;
122;Tips not found on adapters: 1                  ;05/11/2021 19:20;;;;;
122;Tips not found on adapters: 1                  ;05/10/2021 14:44;;;;;
122;Tips not found on adapters: 1                  ;05/10/2021 14:44;;;;;
122;Tips not found on adapters: 1                  ;05/10/2021 20:27;;;;;
122;Tips not found on adapters: 1 2 3 4 5 6 7 8    ;05/10/2021 23:36;;;;;
122;Tips not found on adapters: 1 2 3 4 5 6 7 8    ;6/17/2021 6:58:20 PM;;;;;
122;Tips not found on adapters: 1                  ;06/12/2021 19:38;;;;;
122;Tips not found on adapters: 1                  ;6/14/2021 9:07:39 PM;;;;;
122;Tips not found on adapters: 1 2 3 4 5 6 7 8    ;6/17/2021 6:42:39 PM;;;;;
122;Tips not found on adapters: 1 2 3 4 5 6 7 8    ;6/17/2021 6:42:39 PM;;;;;
122;Tips not found on adapters:               8    ;6/16/2021 7:42:35 PM;;;;;
122;Tips not found on adapters: 1 2 3 4 5 6 7 8    ;6/17/2021 7:36:17 PM;;;;;
122;Tips not found on adapters: 1 2 3 4 5 6 7 8    ;6/17/2021 7:03:05 PM;;;;;
122;Tips not found on adapters: 1 2 3 4 5 6 7 8    ;6/17/2021 7:03:05 PM;;;;;
122;Tips not found on adapters: 1 2 3 4 5 6 7 8    ;6/17/2021 6:58:20 PM;;;;;
122;Tips not found on adapters: 1 2 3 4 5 6 7 8    ;6/17/2021 7:03:05 PM;;;;;
122;Tips not found on adapters: 1 2 3 4 5 6 7 8    ;6/17/2021 6:58:20 PM;;;;;
122;Tips not found on adapters: 1   3              ;6/16/2021 7:42:35 PM;;;;;
122;Tips not found on adapters: 1   3              ;6/16/2021 7:42:35 PM;;;;;
122;Tips not found on adapters: 1 2 3 4 5 6 7 8    ;6/17/2021 6:58:20 PM;;;;;
122;Tips not found on adapters: 1 2 3 4 5 6 7 8    ;6/17/2021 6:42:39 PM;;;;;
122;Tips not found on adapters: 1   3              ;6/16/2021 7:42:35 PM;;;;;
122;Tips not found on adapters: 1 2 3 4 5 6 7 8    ;6/17/2021 6:38:27 PM;;;;;
122;Tips not found on adapters: 1 2 3 4 5 6 7 8    ;6/17/2021 6:58:20 PM;;;;;
122;Tips not found on adapters: 1   3              ;6/16/2021 7:42:35 PM;;;;;
122;Tips not found on adapters: 1                  ;06/12/2021 13:36;;;;;
122;Tips not found on adapters: 1 2 3 4 5 6 7 8    ;6/17/2021 7:03:05 PM;;;;;
122;Tips not found on adapters: 1                  ;6/14/2021 8:39:47 PM;;;;;
122;Tips not found on adapters:               8    ;6/16/2021 5:36:34 PM;;;;;
122;Tips not found on adapters:       4            ;6/16/2021 8:23:29 PM;;;;;
122;Tips not found on adapters:               8    ;6/16/2021 5:36:34 PM;;;;;
122;Tips not found on adapters: 1                  ;06/12/2021 20:27;;;;;
122;Tips not found on adapters:               8    ;6/16/2021 5:50:03 PM;;;;;
122;Tips not found on adapters: 1 2 3 4 5 6 7 8    ;6/17/2021 6:42:39 PM;;;;;
122;Tips not found on adapters:               8    ;6/16/2021 4:38:55 PM;;;;;
122;Tips not found on adapters:       4            ;6/16/2021 8:23:29 PM;;;;;
122;Tips not found on adapters:               8    ;6/16/2021 7:42:35 PM;;;;;
122;Tips not found on adapters:       4            ;6/16/2021 8:10:39 PM;;;;;
122;Tips not found on adapters: 1                  ;06/12/2021 14:28;;;;;
122;Tips not found on adapters: 1                  ;06/12/2021 14:28;;;;;
122;Tips not found on adapters:       4            ;6/17/2021 3:13:23 PM;;;;;
122;Tips not found on adapters:               8    ;6/16/2021 5:36:34 PM;;;;;
122;Tips not found on adapters: 1 2 3 4 5 6 7 8    ;6/17/2021 6:38:27 PM;;;;;
122;Tips not found on adapters: 1 2 3 4 5 6 7 8    ;6/17/2021 6:38:27 PM;;;;;
122;Tips not found on adapters: 1 2 3 4 5 6 7 8    ;6/17/2021 6:38:27 PM;;;;;
122;Tips not found on adapters: 1 2 3 4 5 6 7 8    ;6/17/2021 6:38:27 PM;;;;;
122;Tips not found on adapters: 1 2 3 4 5 6 7 8    ;6/17/2021 6:42:39 PM;;;;;
122;Tips not found on adapters:       4            ;6/16/2021 8:10:39 PM;;;;;
122;Tips not found on adapters:               8    ;05/12/2021 20:53;;;;;
122;Tips not found on adapters:               8    ;05/12/2021 20:53;;;;;
122;Tips not found on adapters:               8    ;05/12/2021 20:53;;;;;
122;Tips not found on adapters: 1                  ;5/15/2021 1:10:02 PM;;;;;
122;Tips not found on adapters:               8    ;05/12/2021 15:28;;;;;
122;Tips not found on adapters: 1                  ;5/15/2021 1:10:02 PM;;;;;
122;Tips not found on adapters:               8    ;05/12/2021 17:55;;;;;
122;Tips not found on adapters:               8    ;5/13/2021 1:48:35 AM;;;;;
122;Tips not found on adapters:               8    ;05/12/2021 16:22;;;;;
122;Tips not found on adapters:               8    ;05/12/2021 16:22;;;;;
122;Tips not found on adapters:               8    ;05/12/2021 16:22;;;;;
122;Tips not found on adapters:               8    ;05/12/2021 16:04;;;;;
122;Tips not found on adapters:               8    ;05/12/2021 16:04;;;;;
122;Tips not found on adapters:               8    ;05/12/2021 16:04;;;;;
122;Tips not found on adapters:               8    ;05/12/2021 16:04;;;;;
122;Tips not found on adapters:               8    ;05/12/2021 15:28;;;;;
122;Tips not found on adapters:               8    ;5/13/2021 1:48:35 AM;;;;;
122;Tips not found on adapters: 1                  ;5/14/2021 5:54:58 PM;;;;;
122;Tips not found on adapters: 1                  ;5/14/2021 5:54:58 PM;;;;;
122;Tips not found on adapters: 1                  ;5/15/2021 1:10:02 PM;;;;;
122;Tips not found on adapters: 1                  ;05/12/2021 23:25;;;;;
122;Tips not found on adapters:               8    ;05/12/2021 23:25;;;;;
122;Tips not found on adapters: 1                  ;05/12/2021 19:59;;;;;
122;Tips not found on adapters: 1                  ;05/12/2021 19:59;;;;;
122;Tips not found on adapters: 1                  ;05/12/2021 19:59;;;;;
122;Tips not found on adapters: 1                  ;5/14/2021 2:47:49 PM;;;;;
122;Tips not found on adapters:               8    ;05/12/2021 23:25;;;;;
122;Tips not found on adapters:               8    ;05/12/2021 23:25;;;;;
122;Tips not found on adapters:               8    ;05/12/2021 23:25;;;;;
122;Tips not found on adapters: 1                  ;05/12/2021 17:55;;;;;
122;Tips not found on adapters: 1                  ;5/13/2021 1:48:35 AM;;;;;
122;Tips not found on adapters:               8    ;05/12/2021 17:55;;;;;
122;Tips not found on adapters: 1                  ;5/16/2021 4:01:48 PM;;;;;
122;Tips not found on adapters: 1                  ;5/16/2021 4:01:48 PM;;;;;
122;Tips not found on adapters: 1                  ;5/16/2021 4:01:48 PM;;;;;
122;Tips not found on adapters: 1                  ;5/16/2021 4:01:48 PM;;;;;
122;Tips not found on adapters: 1                  ;5/16/2021 4:01:48 PM;;;;;
122;Tips not found on adapters: 1                  ;5/16/2021 4:01:48 PM;;;;;
122;Tips not found on adapters: 1                  ;5/15/2021 6:57:35 PM;;;;;
122;Tips not found on adapters:               8    ;5/18/2021 3:53:34 PM;;;;;
122;Tips not found on adapters:               8    ;5/18/2021 3:53:34 PM;;;;;
122;Tips not found on adapters: 1                  ;5/16/2021 4:01:48 PM;;;;;
122;Tips not found on adapters:             7      ;8/24/2021 12:50:11 AM;;;;;
122;Tips not found on adapters:           6        ;8/24/2021 12:37:05 AM;;;;;
122;Tips not found on adapters:             7      ;8/24/2021 12:24:39 AM;;;;;
122;Tips not found on adapters: 1                  ;8/25/2021 12:28:24 AM;;;;;
122;Tips not found on adapters:       4   6        ;8/24/2021 12:12:33 AM;;;;;
122;Tips not found on adapters:           6        ;8/24/2021 12:37:05 AM;;;;;
122;Tips not found on adapters:           6        ;8/20/2021 8:47:14 PM;;;;;
122;Tips not found on adapters:           6        ;8/20/2021 10:28:51 PM;;;;;
122;Tips not found on adapters:       4            ;8/20/2021 8:47:14 PM;;;;;
122;Tips not found on adapters:           6        ;8/24/2021 12:37:05 AM;;;;;
122;Tips not found on adapters:           6 7      ;8/23/2021 8:56:27 PM;;;;;
122;Tips not found on adapters:       4            ;8/24/2021 12:37:05 AM;;;;;
122;Tips not found on adapters: 1                  ;8/25/2021 12:28:24 AM;;;;;
122;Tips not found on adapters:           6 7      ;8/24/2021 12:37:05 AM;;;;;
122;Tips not found on adapters:           6        ;8/24/2021 12:37:05 AM;;;;;
122;Tips not found on adapters:     3              ;8/24/2021 9:23:22 PM;;;;;
122;Tips not found on adapters:               8    ;8/23/2021 9:14:45 PM;;;;;
122;Tips not found on adapters:       4            ;8/24/2021 8:15:17 PM;;;;;
122;Tips not found on adapters:               8    ;8/23/2021 9:14:45 PM;;;;;
122;Tips not found on adapters:       4   6 7 8    ;8/24/2021 12:24:39 AM;;;;;
122;Tips not found on adapters:       4            ;8/25/2021 12:52:20 AM;;;;;
122;Tips not found on adapters:       4            ;8/24/2021 8:26:17 PM;;;;;
122;Tips not found on adapters:       4            ;8/24/2021 8:37:57 PM;;;;;
122;Tips not found on adapters:       4            ;8/24/2021 12:24:39 AM;;;;;
122;Tips not found on adapters:       4            ;8/24/2021 9:23:22 PM;;;;;
122;Tips not found on adapters: 1                  ;8/25/2021 12:15:36 AM;;;;;
122;Tips not found on adapters:           6 7      ;8/24/2021 12:24:39 AM;;;;;
122;Tips not found on adapters:           6 7      ;8/24/2021 12:24:39 AM;;;;;
122;Tips not found on adapters:       4            ;8/24/2021 9:23:22 PM;;;;;
122;Tips not found on adapters:           6        ;8/24/2021 12:37:05 AM;;;;;
122;Tips not found on adapters:       4            ;8/24/2021 12:12:33 AM;;;;;
122;Tips not found on adapters:       4   6 7 8    ;8/23/2021 8:56:27 PM;;;;;
122;Tips not found on adapters:           6        ;8/24/2021 12:24:39 AM;;;;;
122;Tips not found on adapters:           6        ;8/24/2021 12:24:39 AM;;;;;
122;Tips not found on adapters:           6        ;8/24/2021 9:42:32 PM;;;;;
122;Tips not found on adapters:           6 7      ;8/24/2021 12:24:39 AM;;;;;
122;Tips not found on adapters:             7      ;8/23/2021 8:36:41 PM;;;;;
122;Tips not found on adapters:           6        ;8/24/2021 1:00:50 AM;;;;;
122;Tips not found on adapters:           6 7      ;8/24/2021 12:24:39 AM;;;;;
122;Tips not found on adapters:           6        ;8/24/2021 12:50:11 AM;;;;;
122;Tips not found on adapters:           6        ;8/24/2021 12:24:39 AM;;;;;
122;Tips not found on adapters:           6 7      ;8/23/2021 8:56:27 PM;;;;;
122;Tips not found on adapters: 1                  ;8/24/2021 9:23:22 PM;;;;;
122;Tips not found on adapters:             7      ;8/23/2021 8:56:27 PM;;;;;
122;Tips not found on adapters:             7      ;8/24/2021 10:11:48 PM;;;;;
122;Tips not found on adapters:       4            ;8/24/2021 1:00:50 AM;;;;;
122;Tips not found on adapters:           6        ;8/20/2021 10:53:01 PM;;;;;
122;Tips not found on adapters:           6        ;8/20/2021 10:53:01 PM;;;;;
122;Tips not found on adapters:             7      ;8/23/2021 8:56:27 PM;;;;;
122;Tips not found on adapters:           6        ;8/20/2021 10:53:01 PM;;;;;
122;Tips not found on adapters:           6        ;8/23/2021 8:56:27 PM;;;;;
122;Tips not found on adapters: 1                  ;8/25/2021 12:52:20 AM;;;;;
122;Tips not found on adapters:       4            ;8/25/2021 12:52:20 AM;;;;;
122;Tips not found on adapters:       4   6        ;8/24/2021 12:12:33 AM;;;;;
122;Tips not found on adapters:       4            ;8/24/2021 12:50:11 AM;;;;;
122;Tips not found on adapters:             7 8    ;8/24/2021 9:42:32 PM;;;;;
122;Tips not found on adapters:           6 7      ;8/24/2021 12:12:33 AM;;;;;
122;Tips not found on adapters:           6   8    ;8/23/2021 8:56:27 PM;;;;;
122;Tips not found on adapters:       4   6   8    ;8/23/2021 8:56:27 PM;;;;;
122;Tips not found on adapters:           6 7      ;8/24/2021 12:12:33 AM;;;;;
122;Tips not found on adapters:       4            ;8/24/2021 8:03:28 PM;;;;;
122;Tips not found on adapters:       4            ;8/24/2021 9:42:32 PM;;;;;
122;Tips not found on adapters: 1                  ;8/25/2021 12:52:20 AM;;;;;
122;Tips not found on adapters: 1                  ;8/25/2021 12:52:20 AM;;;;;
122;Tips not found on adapters:       4     7 8    ;8/24/2021 9:42:32 PM;;;;;
122;Tips not found on adapters:           6        ;8/24/2021 12:12:33 AM;;;;;
122;Tips not found on adapters:           6 7      ;8/24/2021 12:12:33 AM;;;;;
122;Tips not found on adapters: 1                  ;8/25/2021 12:52:20 AM;;;;;
122;Tips not found on adapters:           6        ;8/23/2021 8:56:27 PM;;;;;
122;Tips not found on adapters:           6        ;8/20/2021 10:28:51 PM;;;;;
122;Tips not found on adapters:       4            ;8/24/2021 12:50:11 AM;;;;;
122;Tips not found on adapters:       4   6 7 8    ;8/24/2021 12:24:39 AM;;;;;
122;Tips not found on adapters:           6        ;8/24/2021 1:00:50 AM;;;;;
122;Tips not found on adapters:       4            ;8/24/2021 1:00:50 AM;;;;;
122;Tips not found on adapters:           6        ;8/24/2021 1:00:50 AM;;;;;
122;Tips not found on adapters: 1                  ;8/24/2021 10:11:48 PM;;;;;
122;Tips not found on adapters:           6 7      ;8/24/2021 1:00:50 AM;;;;;
122;Tips not found on adapters:           6        ;8/23/2021 8:36:41 PM;;;;;
122;Tips not found on adapters:           6        ;8/24/2021 1:00:50 AM;;;;;
122;Tips not found on adapters:           6        ;8/24/2021 1:00:50 AM;;;;;
122;Tips not found on adapters:           6 7 8    ;8/24/2021 12:24:39 AM;;;;;
122;Tips not found on adapters: 1                  ;8/24/2021 10:11:48 PM;;;;;
122;Tips not found on adapters:       4     7      ;8/23/2021 8:56:27 PM;;;;;
122;Tips not found on adapters:           6 7      ;8/24/2021 12:12:33 AM;;;;;
122;Tips not found on adapters:           6        ;8/20/2021 10:53:01 PM;;;;;
122;Tips not found on adapters: 1                  ;8/24/2021 9:23:22 PM;;;;;
122;Tips not found on adapters:           6        ;8/24/2021 9:42:32 PM;;;;;
122;Tips not found on adapters:       4            ;8/24/2021 12:12:33 AM;;;;;
122;Tips not found on adapters:           6        ;8/23/2021 8:56:27 PM;;;;;
122;Tips not found on adapters:       4     7      ;8/24/2021 10:11:48 PM;;;;;
122;Tips not found on adapters:           6 7      ;8/23/2021 8:56:27 PM;;;;;
122;Tips not found on adapters:       4            ;8/24/2021 7:50:53 PM;;;;;
122;Tips not found on adapters:     3              ;8/24/2021 9:23:22 PM;;;;;
122;Tips not found on adapters:       4            ;8/24/2021 9:23:22 PM;;;;;
122;Tips not found on adapters:             7      ;8/24/2021 12:12:33 AM;;;;;
122;Tips not found on adapters: 1 2 3 4 5 6 7 8    ;09/01/2021 00:16;;;;;
122;Tips not found on adapters: 1 2 3 4 5 6 7 8    ;09/01/2021 00:16;;;;;
122;Tips not found on adapters: 1 2 3 4 5 6 7 8    ;09/01/2021 00:14;;;;;
122;Tips not found on adapters: 1 2 3 4 5 6 7 8    ;09/01/2021 00:14;;;;;
122;Tips not found on adapters: 1 2 3 4 5 6 7 8    ;09/01/2021 00:14;;;;;
122;Tips not found on adapters: 1 2 3 4 5 6 7 8    ;09/01/2021 00:14;;;;;
122;Tips not found on adapters:       4            ;8/28/2021 9:19:51 PM;;;;;
122;Tips not found on adapters:               8    ;8/28/2021 9:31:07 PM;;;;;
122;Tips not found on adapters:               8    ;8/28/2021 9:31:07 PM;;;;;
122;Tips not found on adapters:       4            ;8/25/2021 10:49:36 PM;;;;;
122;Tips not found on adapters: 1 2 3 4 5 6 7 8    ;09/01/2021 00:14;;;;;
122;Tips not found on adapters: 1 2 3 4 5 6 7 8    ;09/01/2021 23:59;;;;;
122;Tips not found on adapters:               8    ;7/19/2021 8:43:19 PM;;;;;
122;Tips not found on adapters:               8    ;7/19/2021 8:43:19 PM;;;;;
122;Tips not found on adapters:               8    ;7/19/2021 8:43:19 PM;;;;;
122;Tips not found on adapters:               8    ;7/19/2021 8:43:19 PM;;;;;
122;Tips not found on adapters:               8    ;7/19/2021 8:43:19 PM;;;;;
122;Tips not found on adapters:               8    ;7/19/2021 8:43:19 PM;;;;;
122;Tips not found on adapters:               8    ;7/19/2021 8:43:19 PM;;;;;
122;Tips not found on adapters:               8    ;7/16/2021 4:42:01 PM;;;;;
122;Tips not found on adapters:               8    ;7/19/2021 8:43:19 PM;;;;;
122;Tips not found on adapters:               8    ;7/19/2021 8:43:19 PM;;;;;
122;Tips not found on adapters: 1                  ;7/17/2021 6:00:41 PM;;;;;
122;Tips not found on adapters:               8    ;7/19/2021 8:43:19 PM;;;;;
122;Tips not found on adapters:               8    ;7/16/2021 5:13:21 PM;;;;;
122;Tips not found on adapters:               8    ;7/16/2021 5:13:21 PM;;;;;
122;Tips not found on adapters:               8    ;7/16/2021 5:13:21 PM;;;;;
122;Tips not found on adapters:               8    ;7/16/2021 5:13:21 PM;;;;;
122;Tips not found on adapters: 1                  ;7/17/2021 9:08:31 PM;;;;;
122;Tips not found on adapters:               8    ;7/16/2021 5:13:21 PM;;;;;
122;Tips not found on adapters:               8    ;7/16/2021 5:13:21 PM;;;;;
122;Tips not found on adapters:               8    ;7/16/2021 5:13:21 PM;;;;;
122;Tips not found on adapters:               8    ;7/16/2021 5:13:21 PM;;;;;
122;Tips not found on adapters:               8    ;7/16/2021 5:13:21 PM;;;;;
122;Tips not found on adapters:               8    ;7/19/2021 8:43:19 PM;;;;;
122;Tips not found on adapters:               8    ;7/16/2021 5:13:21 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 7:16:41 PM;;;;;
122;Tips not found on adapters: 1                  ;7/29/2021 4:57:47 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 7:16:41 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 7:16:41 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 7:16:41 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 7:16:41 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 7:16:41 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 6:50:44 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 7:16:41 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 7:16:41 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 7:16:41 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 7:16:41 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 7:16:41 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 7:16:41 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 7:02:55 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 7:02:55 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 7:02:55 PM;;;;;
122;Tips not found on adapters:               8    ;7/26/2021 11:29:57 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 2:38:40 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 10:00:17 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 7:16:41 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 10:00:17 PM;;;;;
122;Tips not found on adapters:               8    ;7/26/2021 11:05:19 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 2:51:37 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 6:50:44 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 6:50:44 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 4:52:55 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 2:51:37 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 10:00:17 PM;;;;;
122;Tips not found on adapters:     3              ;7/27/2021 10:24:43 PM;;;;;
122;Tips not found on adapters:               8    ;7/26/2021 11:05:19 PM;;;;;
122;Tips not found on adapters:               8    ;7/26/2021 8:40:14 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 9:49:01 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 5:04:13 PM;;;;;
122;Tips not found on adapters:               8    ;7/26/2021 8:40:14 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 9:49:01 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 10:13:26 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 9:49:01 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 10:24:43 PM;;;;;
122;Tips not found on adapters:               8    ;7/26/2021 10:39:00 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 10:24:43 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 10:24:43 PM;;;;;
122;Tips not found on adapters:     3              ;7/26/2021 10:39:00 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 10:24:43 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 10:24:43 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 10:37:37 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 10:37:37 PM;;;;;
122;Tips not found on adapters:     3              ;7/27/2021 10:24:43 PM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 10:13:26 PM;;;;;
122;Tips not found on adapters:               8    ;7/26/2021 9:25:54 PM;;;;;
122;Tips not found on adapters:               8    ;7/26/2021 10:39:00 PM;;;;;
122;Tips not found on adapters: 1                  ;7/22/2021 12:34:18 AM;;;;;
122;Tips not found on adapters:               8    ;7/27/2021 10:24:43 PM;;;;;
122;Tips not found on adapters: 1                  ;08/05/2021 17:18;;;;;
122;Tips not found on adapters:       4            ;08/05/2021 18:39;;;;;
