ErrorCode;ErrorText;TestDateTime;;;;;
313;Liquid level sense false trigger on tip 7.    ;05/10/2021 20:01;;;;Row Labels;Count of ErrorText
313;Liquid level sense false trigger on tip 6.    ;05/11/2021 15:03;;;;Liquid level sense false trigger on tip 1.    ;11
313;Liquid level sense false trigger on tip 8.    ;05/10/2021 19:23;;;;Liquid level sense false trigger on tip 2.    ;12
313;Liquid level sense false trigger on tip 7.    ;4/14/2021 4:09:32 PM;;;;Liquid level sense false trigger on tip 3.    ;175
313;Liquid level sense false trigger on tip 8.    ;4/19/2021 3:31:11 PM;;;;Liquid level sense false trigger on tip 4.    ;187
313;Liquid level sense false trigger on tip 6.    ;4/19/2021 2:01:07 PM;;;;Liquid level sense false trigger on tip 5.    ;24
313;Liquid level sense false trigger on tip 2.    ;4/19/2021 2:01:07 PM;;;;Liquid level sense false trigger on tip 6.    ;23
313;Liquid level sense false trigger on tip 2.    ;4/20/2021 5:15:33 PM;;;;Liquid level sense false trigger on tip 7.    ;31
313;Liquid level sense false trigger on tip 1.    ;4/26/2021 1:10:49 PM;;;;Liquid level sense false trigger on tip 8.    ;24
313;Liquid level sense false trigger on tip 8.    ;4/20/2021 8:15:25 PM;;;;(blank);
313;Liquid level sense false trigger on tip 6.    ;4/29/2021 8:16:28 PM;;;;Grand Total;487
313;Liquid level sense false trigger on tip 8.    ;4/29/2021 8:16:28 PM;;;;;
313;Liquid level sense false trigger on tip 8.    ;4/27/2021 1:46:23 PM;;;;;
313;Liquid level sense false trigger on tip 7.    ;4/28/2021 2:40:33 PM;;;;;
313;Liquid level sense false trigger on tip 6.    ;4/28/2021 3:08:34 PM;;;;;
313;Liquid level sense false trigger on tip 7.    ;4/27/2021 5:21:39 PM;;;;;
313;Liquid level sense false trigger on tip 8.    ;05/03/2021 20:09;;;;;
313;Liquid level sense false trigger on tip 1.    ;05/03/2021 20:23;;;;;
313;Liquid level sense false trigger on tip 8.    ;05/03/2021 19:28;;;;;
313;Liquid level sense false trigger on tip 5.    ;4/30/2021 4:21:25 PM;;;;;
313;Liquid level sense false trigger on tip 2.    ;05/04/2021 18:59;;;;;
313;Liquid level sense false trigger on tip 7.    ;05/03/2021 15:36;;;;;
313;Liquid level sense false trigger on tip 8.    ;04/07/2021 17:05;;;;;
313;Liquid level sense false trigger on tip 8.    ;04/06/2021 15:48;;;;;
313;Liquid level sense false trigger on tip 7.    ;04/06/2021 17:59;;;;;
313;Liquid level sense false trigger on tip 1.    ;04/09/2021 18:15;;;;;
