"ErrorCode";"ErrorText";"TestDateTime"
"66";"Move Error on Tips:   2              Move Tips Back?    ";"5/8/2021 2:52:14 PM"
"66";"Move Error on Tips: 1   3 4 5 6 7 8  Move Tips Back?    ";"5/8/2021 2:52:14 PM"
"66";"Move Error on Tips: 1   3 4   6   8  Move Tips Back?    ";"5/8/2021 2:52:14 PM"
"66";"Move Error on Tips:             7    Move Tips Back?    ";"5/13/2021 5:15:53 PM"
"66";"Move Error on Tips:   2              Move Tips Back?    ";"5/13/2021 5:15:53 PM"
"66";"Move Error on Tips: 1                Move Tips Back?    ";"5/17/2021 8:08:09 PM"
"66";"Move Error on Tips: 1                Move Tips Back?    ";"5/17/2021 8:08:09 PM"
"66";"Move Error on Tips: 1 2 3 4 5 6 7 8  Move Tips Back?    ";"9/3/2021 1:21:49 AM"
"66";"Move Error on Tips:           6 7 8  Move Tips Back?    ";"4/9/2021 4:29:18 AM"
"66";"Move Error on Tips: 1 2 3 4 5 6 7 8  Move Tips Back?    ";"9/3/2021 1:21:49 AM"
"66";"Move Error on Tips: 1                Move Tips Back?    ";"7/15/2021 8:06:03 PM"
"66";"Move Error on Tips: 1   3       7    Move Tips Back?    ";"7/12/2021 4:11:49 PM"
"66";"Move Error on Tips: 1                Move Tips Back?    ";"7/15/2021 6:25:28 PM"
"66";"Move Error on Tips: 1                Move Tips Back?    ";"7/15/2021 8:17:55 PM"
"66";"Move Error on Tips: 1                Move Tips Back?    ";"7/15/2021 7:53:57 PM"
"66";"Move Error on Tips:         5        Move Tips Back?    ";"7/15/2021 7:53:57 PM"
"66";"Move Error on Tips:               8  Move Tips Back?    ";"7/31/2021 5:49:43 AM"
"66";"Move Error on Tips:               8  Move Tips Back?    ";"8/3/2021 11:45:02 PM"
"66";"Move Error on Tips:               8  Move Tips Back?    ";"8/4/2021 12:22:54 AM"
"66";"Move Error on Tips:               8  Move Tips Back?    ";"8/2/2021 9:21:58 PM"
"66";"Move Error on Tips:               8  Move Tips Back?    ";"7/31/2021 5:49:43 AM"
"66";"Move Error on Tips:               8  Move Tips Back?    ";"7/31/2021 5:49:43 AM"
"66";"Move Error on Tips:               8  Move Tips Back?    ";"7/31/2021 5:49:43 AM"
"66";"Move Error on Tips:               8  Move Tips Back?    ";"7/31/2021 5:49:43 AM"
"66";"Move Error on Tips:               8  Move Tips Back?    ";"7/31/2021 5:49:43 AM"
"66";"Move Error on Tips:               8  Move Tips Back?    ";"7/31/2021 5:49:43 AM"
"66";"Move Error on Tips:               8  Move Tips Back?    ";"7/31/2021 5:49:43 AM"
"66";"Move Error on Tips:               8  Move Tips Back?    ";"7/31/2021 5:49:43 AM"
"66";"Move Error on Tips:               8  Move Tips Back?    ";"7/31/2021 5:49:43 AM"
"66";"Move Error on Tips:               8  Move Tips Back?    ";"7/31/2021 5:49:43 AM"
"66";"Move Error on Tips:               8  Move Tips Back?    ";"8/2/2021 11:03:17 PM"
"66";"Move Error on Tips:               8  Move Tips Back?    ";"8/4/2021 12:09:56 AM"
"66";"Move Error on Tips:               8  Move Tips Back?    ";"8/4/2021 12:22:54 AM"
"66";"Move Error on Tips:               8  Move Tips Back?    ";"8/4/2021 12:22:54 AM"
"66";"Move Error on Tips:               8  Move Tips Back?    ";"8/2/2021 11:03:17 PM"
