"ErrorCode";"ErrorText";"TestDateTime"
"66";"Move Error on Tips:     3            Move Tips Back?    ";"6/21/2021 7:39:47 PM"
"66";"Move Error on Tips:   2              Move Tips Back?    ";"5/19/2021 1:41:41 PM"
"66";"Move Error on Tips:       4          Move Tips Back?    ";"06/07/2021 20:09"
