"ErrorCode";"ErrorText";"TestDateTime"
"122";"Tips not found on adapters: 1                  ";"4/15/2021 6:09:08 PM"
"122";"Tips not found on adapters: 1             8    ";"4/9/2021 3:50:46 PM"
"122";"Tips not found on adapters: 1                  ";"4/15/2021 6:09:08 PM"
"122";"Tips not found on adapters: 1                  ";"4/16/2021 1:53:36 AM"
"122";"Tips not found on adapters: 1                  ";"4/16/2021 1:53:36 AM"
"122";"Tips not found on adapters: 1 2 3 4 5 6 7 8    ";"4/12/2021 9:26:31 PM"
"122";"Tips not found on adapters: 1                  ";"4/9/2021 7:19:36 PM"
"122";"Tips not found on adapters: 1 2 3 4 5 6 7 8    ";"4/15/2021 6:09:08 PM"
"122";"Tips not found on adapters: 1                  ";"4/19/2021 7:14:29 PM"
"122";"Tips not found on adapters: 1 2 3 4 5 6 7 8    ";"4/17/2021 2:11:25 PM"
"122";"Tips not found on adapters: 1 2 3 4 5 6 7 8    ";"4/17/2021 3:16:25 PM"
"122";"Tips not found on adapters: 1 2 3 4 5 6 7 8    ";"4/17/2021 2:38:18 PM"
"122";"Tips not found on adapters: 1 2 3 4 5 6 7 8    ";"4/17/2021 2:25:00 PM"
"122";"Tips not found on adapters: 1                  ";"4/19/2021 3:18:17 PM"
"122";"Tips not found on adapters: 1 2 3 4 5 6 7 8    ";"4/20/2021 8:20:26 PM"
"122";"Tips not found on adapters: 1                  ";"4/20/2021 2:22:05 PM"
"122";"Tips not found on adapters:       4            ";"4/21/2021 4:13:36 PM"
"122";"Tips not found on adapters: 1 2 3 4 5 6 7 8    ";"4/20/2021 2:22:05 PM"
"122";"Tips not found on adapters: 1                  ";"4/20/2021 8:20:26 PM"
"122";"Tips not found on adapters:               8    ";"8/5/2021 3:42:30 PM"
"122";"Tips not found on adapters:               8    ";"8/6/2021 7:06:24 PM"
"122";"Tips not found on adapters:               8    ";"8/5/2021 3:28:53 PM"
"122";"Tips not found on adapters:               8    ";"8/5/2021 3:28:53 PM"
"122";"Tips not found on adapters:               8    ";"8/5/2021 3:28:53 PM"
"122";"Tips not found on adapters:               8    ";"7/29/2021 7:45:45 PM"
"122";"Tips not found on adapters:               8    ";"7/29/2021 7:45:45 PM"
"122";"Tips not found on adapters:               8    ";"7/29/2021 7:58:08 PM"
"122";"Tips not found on adapters:       4     7 8    ";"7/29/2021 7:58:08 PM"
"122";"Tips not found on adapters: 1 2 3 4 5 6 7 8    ";"7/29/2021 7:58:08 PM"
"122";"Tips not found on adapters:               8    ";"8/5/2021 3:28:53 PM"
"122";"Tips not found on adapters:             7      ";"5/14/2021 8:54:19 PM"
"122";"Tips not found on adapters:             7      ";"5/14/2021 6:30:01 PM"
"122";"Tips not found on adapters: 1 2 3 4 5 6 7 8    ";"5/13/2021 2:22:39 PM"
"122";"Tips not found on adapters: 1 2 3 4 5 6 7 8    ";"5/13/2021 2:22:39 PM"
"122";"Tips not found on adapters:             7      ";"5/14/2021 6:30:01 PM"
"122";"Tips not found on adapters:             7      ";"5/13/2021 1:15:30 PM"
"122";"Tips not found on adapters:             7      ";"5/14/2021 6:30:01 PM"
"122";"Tips not found on adapters:             7      ";"5/14/2021 6:30:01 PM"
"122";"Tips not found on adapters:             7      ";"5/13/2021 1:15:30 PM"
"122";"Tips not found on adapters:             7      ";"5/13/2021 1:15:30 PM"
"122";"Tips not found on adapters:             7      ";"5/14/2021 5:25:29 PM"
"122";"Tips not found on adapters:             7      ";"5/14/2021 5:25:29 PM"
"122";"Tips not found on adapters:             7      ";"5/14/2021 6:30:01 PM"
"122";"Tips not found on adapters:         5          ";"4/6/2021 10:45:22 PM"
"122";"Tips not found on adapters:         5          ";"4/6/2021 9:57:00 PM"
"122";"Tips not found on adapters:         5          ";"4/6/2021 10:15:16 PM"
"122";"Tips not found on adapters:         5          ";"4/6/2021 9:57:00 PM"
"122";"Tips not found on adapters:         5          ";"4/6/2021 9:57:00 PM"
"122";"Tips not found on adapters: 1 2 3 4 5 6 7 8    ";"4/7/2021 10:20:56 PM"
"122";"Tips not found on adapters:             7      ";"8/31/2021 8:19:16 PM"
"122";"Tips not found on adapters:             7      ";"8/31/2021 8:31:43 PM"
"122";"Tips not found on adapters:             7      ";"8/31/2021 8:06:30 PM"
"122";"Tips not found on adapters:             7      ";"8/31/2021 8:31:43 PM"
"122";"Tips not found on adapters:             7      ";"8/31/2021 7:52:24 PM"
"122";"Tips not found on adapters:             7      ";"9/1/2021 3:33:50 PM"
"122";"Tips not found on adapters:             7      ";"8/31/2021 7:13:15 PM"
"122";"Tips not found on adapters:             7      ";"9/2/2021 5:28:00 PM"
"122";"Tips not found on adapters:             7      ";"9/1/2021 3:22:00 PM"
"122";"Tips not found on adapters:             7      ";"8/31/2021 8:56:31 PM"
"122";"Tips not found on adapters:             7      ";"8/31/2021 8:19:16 PM"
"122";"Tips not found on adapters:             7      ";"9/2/2021 7:11:06 PM"
"122";"Tips not found on adapters:             7      ";"9/1/2021 2:11:36 PM"
"122";"Tips not found on adapters:             7      ";"8/31/2021 7:52:24 PM"
"122";"Tips not found on adapters:             7      ";"9/1/2021 2:46:56 PM"
"122";"Tips not found on adapters:             7      ";"8/31/2021 8:44:00 PM"
"122";"Tips not found on adapters:             7      ";"8/31/2021 2:27:27 PM"
"122";"Tips not found on adapters:             7      ";"9/1/2021 3:22:00 PM"
"122";"Tips not found on adapters:             7      ";"8/31/2021 8:31:43 PM"
"122";"Tips not found on adapters:             7      ";"9/2/2021 4:59:37 PM"
"122";"Tips not found on adapters:             7      ";"8/31/2021 7:52:24 PM"
"122";"Tips not found on adapters:             7      ";"8/31/2021 7:10:59 PM"
"122";"Tips not found on adapters:             7      ";"9/1/2021 3:22:00 PM"
"122";"Tips not found on adapters:             7      ";"9/1/2021 2:11:36 PM"
"122";"Tips not found on adapters:             7      ";"8/31/2021 7:13:15 PM"
"122";"Tips not found on adapters:             7      ";"9/1/2021 2:59:10 PM"
"122";"Tips not found on adapters:   2                ";"8/18/2021 2:58:52 PM"
"122";"Tips not found on adapters: 1 2 3 4 5 6 7 8    ";"8/17/2021 5:06:12 PM"
"122";"Tips not found on adapters:             7      ";"8/19/2021 7:03:04 PM"
"122";"Tips not found on adapters:             7      ";"8/16/2021 6:33:54 PM"
"122";"Tips not found on adapters:   2                ";"8/16/2021 6:10:26 PM"
"122";"Tips not found on adapters:   2                ";"8/16/2021 6:10:26 PM"
"122";"Tips not found on adapters: 1 2 3 4 5 6 7 8    ";"8/14/2021 7:03:17 PM"
"122";"Tips not found on adapters: 1 2 3 4 5 6 7 8    ";"8/14/2021 7:03:17 PM"
"122";"Tips not found on adapters: 1                  ";"8/14/2021 7:03:17 PM"
"122";"Tips not found on adapters: 1                  ";"8/14/2021 7:03:17 PM"
"122";"Tips not found on adapters:               8    ";"8/16/2021 7:47:11 PM"
"122";"Tips not found on adapters: 1                  ";"8/14/2021 7:03:17 PM"
"122";"Tips not found on adapters:             7      ";"8/30/2021 7:18:34 PM"
"122";"Tips not found on adapters:             7      ";"8/28/2021 9:13:13 PM"
"122";"Tips not found on adapters:             7      ";"8/28/2021 9:13:13 PM"
"122";"Tips not found on adapters:             7      ";"8/30/2021 7:51:36 PM"
"122";"Tips not found on adapters:             7      ";"8/30/2021 7:51:36 PM"
"122";"Tips not found on adapters:             7      ";"8/30/2021 7:18:34 PM"
"122";"Tips not found on adapters:             7      ";"8/30/2021 6:52:43 PM"
"122";"Tips not found on adapters:             7      ";"8/28/2021 2:55:41 PM"
"122";"Tips not found on adapters:             7      ";"8/28/2021 2:55:41 PM"
"122";"Tips not found on adapters: 1 2 3 4 5 6 7 8    ";"8/28/2021 6:34:01 AM"
"122";"Tips not found on adapters:               8    ";"8/9/2021 7:18:19 PM"
"122";"Tips not found on adapters: 1 2 3              ";"8/9/2021 8:39:04 PM"
"122";"Tips not found on adapters:             7      ";"8/13/2021 7:01:21 PM"
"122";"Tips not found on adapters:             7      ";"8/6/2021 8:01:24 PM"
"122";"Tips not found on adapters:             7      ";"8/14/2021 6:49:37 PM"
"122";"Tips not found on adapters: 1                  ";"8/9/2021 8:39:04 PM"
"122";"Tips not found on adapters: 1                  ";"8/9/2021 8:39:04 PM"
"122";"Tips not found on adapters: 1                  ";"8/9/2021 8:39:04 PM"
"122";"Tips not found on adapters: 1                  ";"8/9/2021 8:39:04 PM"
"122";"Tips not found on adapters: 1             8    ";"8/9/2021 8:39:04 PM"
"122";"Tips not found on adapters: 1                  ";"8/9/2021 8:39:04 PM"
"122";"Tips not found on adapters: 1                  ";"8/9/2021 8:39:04 PM"
"122";"Tips not found on adapters: 1                  ";"8/9/2021 8:39:04 PM"
"122";"Tips not found on adapters: 1                  ";"7/5/2021 2:46:36 PM"
"122";"Tips not found on adapters: 1                  ";"7/5/2021 2:46:36 PM"
"122";"Tips not found on adapters: 1 2 3 4 5 6 7 8    ";"7/10/2021 8:47:47 PM"
"122";"Tips not found on adapters:           6 7 8    ";"7/10/2021 8:47:47 PM"
"122";"Tips not found on adapters:               8    ";"7/14/2021 4:05:52 PM"
"122";"Tips not found on adapters:               8    ";"7/14/2021 4:05:52 PM"
"122";"Tips not found on adapters:         5          ";"5/19/2021 8:58:12 PM"
"122";"Tips not found on adapters:             7      ";"5/20/2021 3:39:46 PM"
"122";"Tips not found on adapters:             7      ";"5/21/2021 3:59:36 AM"
"122";"Tips not found on adapters:         5          ";"5/21/2021 3:26:10 AM"
"122";"Tips not found on adapters:             7      ";"5/19/2021 8:58:12 PM"
"122";"Tips not found on adapters:         5          ";"5/20/2021 3:27:12 PM"
"122";"Tips not found on adapters:             7      ";"5/20/2021 2:08:29 PM"
"122";"Tips not found on adapters:             7      ";"5/21/2021 1:54:04 PM"
"122";"Tips not found on adapters:         5 6 7      ";"5/21/2021 1:54:04 PM"
"122";"Tips not found on adapters:         5          ";"5/21/2021 1:54:04 PM"
"122";"Tips not found on adapters:             7      ";"5/20/2021 1:56:29 PM"
"122";"Tips not found on adapters:             7      ";"5/21/2021 3:26:10 AM"
"122";"Tips not found on adapters:             7      ";"5/20/2021 4:46:16 PM"
"122";"Tips not found on adapters:             7      ";"5/20/2021 5:13:44 PM"
"122";"Tips not found on adapters:             7      ";"5/19/2021 7:11:50 PM"
"122";"Tips not found on adapters:             7      ";"5/20/2021 5:13:44 PM"
"122";"Tips not found on adapters:             7      ";"5/20/2021 4:46:16 PM"
"122";"Tips not found on adapters:             7      ";"5/20/2021 1:56:29 PM"
"122";"Tips not found on adapters:             7      ";"5/21/2021 3:08:52 PM"
"122";"Tips not found on adapters:             7      ";"5/21/2021 3:08:52 PM"
"122";"Tips not found on adapters:         5          ";"5/19/2021 9:27:41 PM"
"122";"Tips not found on adapters:             7      ";"5/21/2021 3:08:52 PM"
"122";"Tips not found on adapters:             7      ";"5/20/2021 3:39:46 PM"
"122";"Tips not found on adapters:             7      ";"5/19/2021 9:27:41 PM"
"122";"Tips not found on adapters:             7      ";"5/21/2021 3:26:10 AM"
"122";"Tips not found on adapters:             7      ";"5/21/2021 2:56:28 PM"
"122";"Tips not found on adapters:             7      ";"5/21/2021 3:59:36 AM"
"122";"Tips not found on adapters:       4            ";"5/20/2021 2:08:29 PM"
"122";"Tips not found on adapters:         5          ";"5/21/2021 2:56:28 PM"
"122";"Tips not found on adapters:             7      ";"5/21/2021 2:29:58 PM"
"122";"Tips not found on adapters:         5          ";"5/19/2021 9:14:31 PM"
"122";"Tips not found on adapters:             7      ";"5/21/2021 3:08:52 PM"
"122";"Tips not found on adapters:             7      ";"5/21/2021 3:59:36 AM"
"122";"Tips not found on adapters:             7      ";"5/20/2021 2:08:29 PM"
"122";"Tips not found on adapters:             7      ";"5/19/2021 7:34:16 PM"
"122";"Tips not found on adapters:         5          ";"5/19/2021 7:34:16 PM"
"122";"Tips not found on adapters:             7      ";"5/20/2021 5:42:49 PM"
"122";"Tips not found on adapters:         5   7      ";"5/21/2021 1:26:56 PM"
"122";"Tips not found on adapters:             7      ";"5/20/2021 5:13:44 PM"
"122";"Tips not found on adapters:             7      ";"5/21/2021 1:26:56 PM"
"122";"Tips not found on adapters:         5          ";"5/20/2021 2:08:29 PM"
"122";"Tips not found on adapters:             7      ";"5/21/2021 1:26:56 PM"
"122";"Tips not found on adapters:             7      ";"5/20/2021 5:13:44 PM"
"122";"Tips not found on adapters:             7      ";"5/20/2021 2:08:29 PM"
"122";"Tips not found on adapters:         5          ";"5/20/2021 5:27:14 PM"
"122";"Tips not found on adapters:         5          ";"5/20/2021 5:57:09 PM"
"122";"Tips not found on adapters:         5   7      ";"5/19/2021 7:34:16 PM"
"122";"Tips not found on adapters:         5          ";"5/19/2021 7:48:56 PM"
"122";"Tips not found on adapters:         5   7      ";"5/21/2021 3:59:36 AM"
"122";"Tips not found on adapters:         5          ";"5/21/2021 1:26:56 PM"
"122";"Tips not found on adapters:         5          ";"5/20/2021 5:27:14 PM"
"122";"Tips not found on adapters:         5          ";"5/19/2021 7:48:56 PM"
"122";"Tips not found on adapters:         5          ";"5/19/2021 7:48:56 PM"
"122";"Tips not found on adapters:         5          ";"5/19/2021 7:48:56 PM"
"122";"Tips not found on adapters:         5          ";"5/19/2021 7:48:56 PM"
"122";"Tips not found on adapters:         5          ";"5/20/2021 5:27:14 PM"
"122";"Tips not found on adapters:             7      ";"5/20/2021 4:46:16 PM"
"122";"Tips not found on adapters:             7      ";"5/19/2021 8:37:37 PM"
"122";"Tips not found on adapters:             7      ";"5/19/2021 7:34:16 PM"
"122";"Tips not found on adapters:         5          ";"5/19/2021 6:45:02 PM"
"122";"Tips not found on adapters:             7      ";"5/19/2021 8:58:12 PM"
"122";"Tips not found on adapters:             7      ";"5/19/2021 7:34:16 PM"
"122";"Tips not found on adapters:             7      ";"5/21/2021 3:26:10 AM"
"122";"Tips not found on adapters:             7      ";"5/20/2021 2:08:29 PM"
"122";"Tips not found on adapters:         5   7      ";"5/19/2021 8:19:33 PM"
"122";"Tips not found on adapters:             7      ";"5/19/2021 8:37:37 PM"
"122";"Tips not found on adapters:         5          ";"5/20/2021 6:48:16 PM"
"122";"Tips not found on adapters:         5          ";"5/19/2021 8:19:33 PM"
"122";"Tips not found on adapters:             7      ";"5/20/2021 6:09:33 PM"
"122";"Tips not found on adapters:         5   7      ";"5/19/2021 8:19:33 PM"
"122";"Tips not found on adapters:         5          ";"5/19/2021 8:19:33 PM"
"122";"Tips not found on adapters:         5          ";"5/21/2021 1:26:56 PM"
"122";"Tips not found on adapters:             7      ";"5/21/2021 12:59:38 PM"
"122";"Tips not found on adapters:         5   7      ";"5/20/2021 2:08:29 PM"
"122";"Tips not found on adapters:         5          ";"5/19/2021 6:45:02 PM"
"122";"Tips not found on adapters:         5          ";"5/21/2021 5:27:38 PM"
"122";"Tips not found on adapters:         5   7      ";"5/21/2021 6:31:03 PM"
"122";"Tips not found on adapters:             7      ";"5/21/2021 5:27:38 PM"
"122";"Tips not found on adapters:             7      ";"5/21/2021 6:31:03 PM"
"122";"Tips not found on adapters:         5   7      ";"5/21/2021 6:31:03 PM"
"122";"Tips not found on adapters:         5          ";"5/22/2021 3:42:06 AM"
"122";"Tips not found on adapters:           6 7      ";"5/22/2021 3:42:06 AM"
"122";"Tips not found on adapters:         5          ";"5/22/2021 3:42:06 AM"
"122";"Tips not found on adapters:             7      ";"5/22/2021 3:55:36 AM"
"122";"Tips not found on adapters:         5   7      ";"5/22/2021 5:34:37 AM"
"122";"Tips not found on adapters:         5   7      ";"5/22/2021 5:34:37 AM"
"122";"Tips not found on adapters:         5          ";"5/22/2021 3:42:06 AM"
"122";"Tips not found on adapters:         5   7      ";"5/22/2021 5:34:37 AM"
"122";"Tips not found on adapters:         5 6 7      ";"5/22/2021 3:42:06 AM"
"122";"Tips not found on adapters:         5          ";"5/22/2021 3:42:06 AM"
"122";"Tips not found on adapters:             7      ";"5/22/2021 3:42:06 AM"
"122";"Tips not found on adapters:         5 6 7      ";"5/22/2021 3:42:06 AM"
"122";"Tips not found on adapters: 1 2 3 4 5 6 7 8    ";"5/31/2021 6:06:53 PM"
"122";"Tips not found on adapters: 1 2 3 4 5 6 7 8    ";"5/10/2021 4:46:38 AM"
"122";"Tips not found on adapters:             7      ";"5/12/2021 12:30:41 PM"
"122";"Tips not found on adapters:             7      ";"5/12/2021 12:30:41 PM"
"122";"Tips not found on adapters:         5   7      ";"5/22/2021 5:50:17 AM"
"122";"Tips not found on adapters:             7      ";"5/2/2021 7:48:02 AM"
"122";"Tips not found on adapters:             7      ";"5/2/2021 7:48:02 AM"
"122";"Tips not found on adapters:         5   7      ";"5/22/2021 5:50:17 AM"
"122";"Tips not found on adapters:             7      ";"5/2/2021 7:48:02 AM"
"122";"Tips not found on adapters:             7      ";"5/17/2021 3:54:42 PM"
"122";"Tips not found on adapters:             7      ";"5/17/2021 3:39:58 PM"
"122";"Tips not found on adapters:             7      ";"5/17/2021 4:03:03 PM"
"122";"Tips not found on adapters:             7      ";"5/17/2021 3:39:58 PM"
"122";"Tips not found on adapters:             7      ";"5/17/2021 4:03:03 PM"
"122";"Tips not found on adapters:             7      ";"5/2/2021 7:48:02 AM"
"122";"Tips not found on adapters:             7      ";"5/17/2021 4:06:33 PM"
"122";"Tips not found on adapters:         5          ";"5/22/2021 5:50:17 AM"
"122";"Tips not found on adapters:             7      ";"5/17/2021 4:06:33 PM"
"122";"Tips not found on adapters:             7      ";"5/2/2021 7:48:02 AM"
"122";"Tips not found on adapters:             7      ";"5/17/2021 3:54:42 PM"
"122";"Tips not found on adapters:             7      ";"5/2/2021 7:48:02 AM"
"122";"Tips not found on adapters:             7      ";"5/2/2021 7:48:02 AM"
"122";"Tips not found on adapters:             7      ";"5/2/2021 7:48:02 AM"
"122";"Tips not found on adapters:             7      ";"5/2/2021 7:48:02 AM"
"122";"Tips not found on adapters:             7      ";"5/2/2021 7:48:02 AM"
"122";"Tips not found on adapters:             7      ";"5/2/2021 7:48:02 AM"
"122";"Tips not found on adapters: 1 2 3              ";"6/21/2021 7:44:06 PM"
"122";"Tips not found on adapters:         5          ";"6/16/2021 4:56:33 PM"
"122";"Tips not found on adapters: 1 2 3 4 5 6 7 8    ";"6/21/2021 2:51:52 PM"
"122";"Tips not found on adapters:               8    ";"7/24/2021 9:05:35 PM"
"122";"Tips not found on adapters:               8    ";"7/24/2021 7:46:28 PM"
"122";"Tips not found on adapters:               8    ";"7/24/2021 7:46:28 PM"
"122";"Tips not found on adapters:               8    ";"7/1/2021 3:57:39 PM"
"122";"Tips not found on adapters: 1 2 3 4 5 6 7 8    ";"7/1/2021 3:57:39 PM"
