"ErrorCode";"ErrorText";"TestDateTime"
"122";"Tips not found on adapters: 1                  ";"6/4/2021 10:02:50 PM"
"122";"Tips not found on adapters:               8    ";"6/8/2021 1:35:05 PM"
"122";"Tips not found on adapters:               8    ";"6/8/2021 4:09:01 PM"
"122";"Tips not found on adapters:               8    ";"6/8/2021 4:09:01 PM"
"122";"Tips not found on adapters:               8    ";"6/8/2021 4:09:01 PM"
"122";"Tips not found on adapters:               8    ";"6/8/2021 6:11:40 PM"
"122";"Tips not found on adapters:               8    ";"6/8/2021 6:11:40 PM"
"122";"Tips not found on adapters:               8    ";"6/8/2021 4:09:01 PM"
"122";"Tips not found on adapters:               8    ";"6/8/2021 3:15:47 PM"
"122";"Tips not found on adapters:               8    ";"6/8/2021 1:35:05 PM"
"122";"Tips not found on adapters:               8    ";"6/8/2021 2:45:00 PM"
"122";"Tips not found on adapters:               8    ";"6/8/2021 3:40:54 PM"
"122";"Tips not found on adapters:               8    ";"6/8/2021 3:40:54 PM"
"122";"Tips not found on adapters:               8    ";"6/8/2021 7:05:23 PM"
"122";"Tips not found on adapters:               8    ";"6/8/2021 7:05:23 PM"
"122";"Tips not found on adapters:               8    ";"6/8/2021 7:05:23 PM"
"122";"Tips not found on adapters:               8    ";"6/8/2021 1:59:41 PM"
"122";"Tips not found on adapters:               8    ";"6/8/2021 8:15:13 PM"
"122";"Tips not found on adapters:               8    ";"6/8/2021 3:15:47 PM"
"122";"Tips not found on adapters:               8    ";"6/9/2021 3:52:53 PM"
"122";"Tips not found on adapters:               8    ";"6/8/2021 10:21:59 PM"
"122";"Tips not found on adapters:               8    ";"6/8/2021 10:21:59 PM"
"122";"Tips not found on adapters:               8    ";"6/22/2021 7:09:49 PM"
"122";"Tips not found on adapters:               8    ";"6/22/2021 7:52:49 PM"
"122";"Tips not found on adapters:               8    ";"6/8/2021 10:58:44 PM"
"122";"Tips not found on adapters:               8    ";"6/8/2021 10:21:59 PM"
"122";"Tips not found on adapters:               8    ";"6/9/2021 8:16:44 PM"
"122";"Tips not found on adapters:               8    ";"6/22/2021 7:52:49 PM"
"122";"Tips not found on adapters:               8    ";"6/22/2021 7:52:49 PM"
"122";"Tips not found on adapters:               8    ";"6/9/2021 12:35:49 AM"
"122";"Tips not found on adapters:               8    ";"6/9/2021 12:35:49 AM"
"122";"Tips not found on adapters:               8    ";"6/22/2021 6:54:27 PM"
"122";"Tips not found on adapters:               8    ";"6/22/2021 6:54:27 PM"
"122";"Tips not found on adapters:               8    ";"6/8/2021 9:05:17 PM"
"122";"Tips not found on adapters:               8    ";"6/8/2021 8:39:57 PM"
"122";"Tips not found on adapters:               8    ";"6/22/2021 7:52:49 PM"
"122";"Tips not found on adapters: 1 2 3 4 5 6 7 8    ";"6/9/2021 10:55:01 PM"
"122";"Tips not found on adapters: 1 2 3 4 5 6 7 8    ";"6/20/2021 7:55:01 PM"
"122";"Tips not found on adapters:               8    ";"6/14/2021 4:56:26 PM"
"122";"Tips not found on adapters:         5          ";"6/14/2021 4:16:34 PM"
"122";"Tips not found on adapters:               8    ";"6/14/2021 9:59:10 PM"
"122";"Tips not found on adapters:               8    ";"6/15/2021 1:03:19 AM"
"122";"Tips not found on adapters:               8    ";"6/15/2021 1:03:19 AM"
"122";"Tips not found on adapters:               8    ";"6/15/2021 1:03:19 AM"
"122";"Tips not found on adapters:               8    ";"6/13/2021 6:17:42 PM"
"122";"Tips not found on adapters:               8    ";"6/13/2021 6:17:42 PM"
"122";"Tips not found on adapters:               8    ";"6/15/2021 1:03:19 AM"
"122";"Tips not found on adapters:               8    ";"5/31/2021 4:58:26 PM"
"122";"Tips not found on adapters:               8    ";"5/31/2021 4:58:26 PM"
"122";"Tips not found on adapters:             7 8    ";"5/31/2021 4:58:26 PM"
