"ErrorCode";"ErrorText";"TestDateTime"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"5/11/2021 4:34:41 PM"
"66";"Move Error on Tips:     3            Move Tips Back?    ";"5/11/2021 4:02:58 PM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"5/11/2021 2:31:19 PM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"5/11/2021 4:19:16 PM"
"66";"Move Error on Tips:     3            Move Tips Back?    ";"5/11/2021 4:34:41 PM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"5/11/2021 4:02:58 PM"
"66";"Move Error on Tips:     3            Move Tips Back?    ";"5/11/2021 4:34:41 PM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"5/10/2021 7:23:56 PM"
"66";"Move Error on Tips:     3            Move Tips Back?    ";"5/10/2021 7:23:56 PM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"5/11/2021 4:51:07 PM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"4/19/2021 5:30:36 PM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"4/13/2021 4:01:06 PM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"4/19/2021 6:21:20 PM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"4/19/2021 7:40:27 PM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"4/19/2021 2:01:07 PM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"4/19/2021 7:27:13 PM"
"66";"Move Error on Tips:         5        Move Tips Back?    ";"4/19/2021 3:46:11 PM"
"66";"Move Error on Tips:         5        Move Tips Back?    ";"4/19/2021 6:36:32 PM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"4/19/2021 7:11:04 PM"
"66";"Move Error on Tips:         5        Move Tips Back?    ";"4/19/2021 1:43:38 PM"
"66";"Move Error on Tips:     3            Move Tips Back?    ";"4/13/2021 12:34:06 AM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"4/19/2021 4:37:54 PM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"4/19/2021 6:57:04 PM"
"66";"Move Error on Tips:     3            Move Tips Back?    ";"4/12/2021 10:29:30 PM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"4/13/2021 5:20:01 PM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"4/12/2021 10:29:30 PM"
"66";"Move Error on Tips:         5        Move Tips Back?    ";"4/15/2021 1:14:52 PM"
"66";"Move Error on Tips:         5        Move Tips Back?    ";"4/14/2021 4:09:32 PM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"4/19/2021 2:57:30 PM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"4/19/2021 2:40:43 PM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"4/13/2021 5:36:34 PM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"4/19/2021 4:01:24 PM"
"66";"Move Error on Tips:           6   8  Move Tips Back?    ";"4/13/2021 1:18:25 AM"
"66";"Move Error on Tips:         5        Move Tips Back?    ";"4/13/2021 1:18:25 AM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"4/13/2021 3:16:29 PM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"4/17/2021 12:15:25 AM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"4/19/2021 3:31:11 PM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"4/19/2021 6:05:41 PM"
"66";"Move Error on Tips:               8  Move Tips Back?    ";"4/12/2021 11:36:37 PM"
"66";"Move Error on Tips:     3            Move Tips Back?    ";"4/19/2021 5:12:43 PM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"4/19/2021 5:12:43 PM"
"66";"Move Error on Tips:         5        Move Tips Back?    ";"4/19/2021 3:13:52 PM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"4/12/2021 11:36:37 PM"
"66";"Move Error on Tips:             7    Move Tips Back?    ";"4/13/2021 12:34:06 AM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"4/13/2021 4:53:37 PM"
"66";"Move Error on Tips:         5        Move Tips Back?    ";"4/20/2021 9:34:04 PM"
"66";"Move Error on Tips:     3            Move Tips Back?    ";"4/20/2021 9:02:01 PM"
"66";"Move Error on Tips:         5        Move Tips Back?    ";"4/23/2021 7:58:17 PM"
"66";"Move Error on Tips:         5        Move Tips Back?    ";"4/20/2021 4:34:48 PM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"4/20/2021 8:01:00 PM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"4/24/2021 12:41:13 AM"
"66";"Move Error on Tips:     3   5        Move Tips Back?    ";"4/23/2021 8:30:46 PM"
